,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
7651,2015 Hyundai EON Era Plus,2940,2015,814,Third Party,38000,First Owner,Petrol,5,211,Hatchback,Pune,0,1
7655,2018 Honda Amaze S Diesel,7800,2018,1498,Third Party,63000,First Owner,Diesel,5,247,Sedan,Pune,0,1
7658,2016 Volkswagen Vento 1.5 TDI Highline AT,9300,2016,1498,Comprehensive,73000,First Owner,Diesel,5,2215,Sedan,Pune,1,0
7659,2018 Toyota Etios Liva 1.4 VXD Dual Tone,8100,2018,1364,Third Party,81000,First Owner,Diesel,5,2359,Hatchback,Pune,0,1
7660,2014 Honda Amaze S i-Dtech,5880,2014,1498,Third Party,82000,First Owner,Diesel,5,258,Sedan,Pune,0,1
7661,2019 Maruti Celerio VXI CNG BSIV,6419,2019,998,Third Party,70000,First Owner,CNG,5,3179,Hatchback,Pune,0,1
7662,2016 Tata Tigor 1.05 Revotorq XZ Option,7188,2017,1047,Third Party,96000,First Owner,Diesel,5,247,Sedan,Pune,0,1
7663,2019 Ford Ecosport 1.5 Petrol Titanium AT,10560,2019,1496,Comprehensive,38000,First Owner,Petrol,5,147,SUV,Pune,1,0
7664,2013 Volkswagen Vento 1.5 TDI Highline,4200,2013,1498,Comprehensive,74000,First Owner,Diesel,5,2034,Sedan,Pune,0,1
7665,2011 Hyundai i10 Era,2220,2011,1086,Third Party,35000,First Owner,Petrol,5,1981,Hatchback,Pune,0,1
7666,2010 Nissan Micra XL,2388,2011,1198,Comprehensive,55000,First Owner,Petrol,5,1844,Hatchback,Pune,0,1
7667,2011 Ford Figo Petrol ZXI,1979,2011,1196,Comprehensive,52000,First Owner,Petrol,5,156,Hatchback,Pune,0,1
7668,2021 Toyota Urban cruiser Premium AT,11760,2021,1462,Comprehensive,17000,First Owner,Petrol,5,1876,SUV,Pune,1,0
7669,2018 Ford Figo 1.5 Sports Edition MT,7200,2018,1498,Comprehensive,84180,First Owner,Diesel,5,2429,Hatchback,Pune,0,1
7670,2014 Mercedes-Benz E-Class E250 CDI Avantgarde,22679,2014,2143,Comprehensive,56972,First Owner,Diesel,5,13,Sedan,Pune,1,0
7672,2011 Maruti Swift Dzire ZXI BSVI,3780,2011,1197,Comprehensive,80000,First Owner,Petrol,5,2241,Sedan,Pune,0,1
7673,2014 Honda City i VTEC CVT SV,6780,2014,1497,Comprehensive,80000,First Owner,Petrol,5,18,Sedan,Pune,1,0
7674,2011 Maruti Ritz ZXi,3288,2011,1197,Comprehensive,35000,First Owner,Petrol,5,185,Hatchback,Pune,0,1
7675,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,9420,2018,1248,Third Party,77000,First Owner,Diesel,5,251,SUV,Pune,0,1
7676,2011 Maruti Swift Dzire VXI,3720,2011,1197,Comprehensive,90000,Second Owner,Petrol,5,191,Sedan,Pune,0,1
7677,2019 Volkswagen Tiguan 2.0 TDI Highline,28200,2019,1968,Comprehensive,71100,First Owner,Diesel,5,1665,SUV,Pune,1,0
7678,2010 Maruti SX4 VXI,3000,2010,1586,Comprehensive,40000,First Owner,Petrol,5,155,Sedan,Pune,0,1
7679,2014 Nissan Micra XV CVT,4200,2014,1198,Comprehensive,40000,First Owner,Petrol,5,1934,Hatchback,Pune,1,0
7680,2015 Mahindra XUV500 W8 2WD,8700,2015,2179,Comprehensive,92000,First Owner,Diesel,7,16,SUV,Pune,0,1
7681,2011 Skoda Superb Elegance 2.0 TDI CR AT,5760,2011,1968,Comprehensive,63000,Second Owner,Diesel,5,172,Sedan,Pune,1,0
7682,2010 Honda New Accord 2.4 Elegance A/T,3600,2010,2354,Comprehensive,92000,First Owner,Petrol,5,102,Sedan,Pune,1,0
7683,2013 Toyota Etios VX,4440,2013,1496,Third Party,74000,Second Owner,Petrol,5,1678,Sedan,Pune,0,1
7684,2015 Tata Zest Revotron 1.2T XMS,4200,2015,1193,Third Party,87000,First Owner,Petrol,5,1757,Sedan,Pune,0,1
7685,2015 Maruti Wagon R LXI CNG,4320,2015,998,Comprehensive,55496,First Owner,CNG,5,262,Hatchback,Pune,0,1
7686,2012 Hyundai i20 1.2 Sportz Option,4140,2012,1197,Third Party,88000,First Owner,Petrol,5,17,Hatchback,Pune,0,1
7687,2017 Mercedes-Benz GLE 250d,42000,2017,2143,Third Party,100000,First Owner,Diesel,5,179,SUV,Pune,1,0
7688,2013 Hyundai i10 Magna 1.1L,3180,2013,1086,Third Party,83000,Second Owner,Petrol,5,1981,Hatchback,Pune,0,1
7689,2012 Hyundai i20 Asta,3720,2012,1197,Comprehensive,57000,Second Owner,Petrol,5,21,Hatchback,Pune,0,1
7690,2016 Maruti Baleno 1.2 Delta,6780,2016,1197,Comprehensive,14395,First Owner,Petrol,5,214,Hatchback,Pune,0,1
7691,2015 Honda Brio VX,5100,2015,1198,Comprehensive,29500,First Owner,Petrol,5,194,Hatchback,Pune,0,1
7692,2013 Volkswagen Vento Diesel Highline,4200,2013,1598,Comprehensive,77000,First Owner,Diesel,5,2054,Sedan,Pune,0,1
7693,2015 Mahindra XUV500 W8 2WD,8400,2015,2179,Comprehensive,92000,First Owner,Diesel,7,16,SUV,Pune,0,1
7694,2014 Volkswagen Vento 1.6 Highline,4200,2014,1598,Comprehensive,40000,First Owner,Petrol,5,1504,Sedan,Pune,0,1
7695,2013 Renault Duster 110PS Diesel RxZ,5160,2013,1461,Comprehensive,72000,First Owner,Diesel,5,1901,SUV,Pune,0,1
7696,2011 Skoda Superb Elegance 2.0 TDI CR AT,5760,2011,1968,Comprehensive,62000,Second Owner,Diesel,5,172,Sedan,Pune,1,0
7697,2012 Volkswagen Passat Diesel Comfortline 2.0 TDI,6360,2012,1968,Comprehensive,110000,Second Owner,Diesel,5,1833,Sedan,Pune,0,1
7698,2010 Honda New Accord 2.4 Elegance A/T,3600,2010,2354,Comprehensive,91000,First Owner,Petrol,5,102,Sedan,Pune,1,0
7699,2016 Honda Brio S MT,4644,2016,1198,Comprehensive,70000,First Owner,Petrol,5,194,Hatchback,Pune,0,1
7700,2018 Skoda Rapid 1.5 TDI AT Style BSIV,10740,2018,1498,Third Party,75000,First Owner,Diesel,5,2172,Sedan,Pune,1,0
7701,2017 Skoda Kodiaq 2.0 TDI Style,28740,2018,1968,Third Party,95000,First Owner,Diesel,7,1625,SUV,Pune,1,0
7702,2017 Skoda Octavia Ambition Plus 2.0 TDI AT,15539,2018,1968,Third Party,120000,First Owner,Diesel,5,193,Sedan,Pune,1,0
7703,2017 Jeep Compass 2.0 Limited Option,14340,2017,1956,Third Party,87000,First Owner,Diesel,5,171,SUV,Pune,0,1
7705,2018 Maruti Baleno Zeta Diesel,8820,2018,1248,Comprehensive,66388,First Owner,Diesel,5,2739,Hatchback,Pune,0,1
7706,2015 Honda City i VTEC VX,8700,2016,1497,Third Party,48572,First Owner,Petrol,5,174,Sedan,Pune,0,1
7707,2010 Toyota Corolla Altis GL,3720,2010,1798,Comprehensive,70000,First Owner,Petrol,5,1453,Sedan,Pune,0,1
7708,2021 Tata New Safari XZ Plus 6 Str Adventure Edition BSVI,25200,2021,1956,Third Party,60000,First Owner,Diesel,6,1614,SUV,Hyderabad,0,1
7709,2022 Maruti S-Presso VXI Plus 2019-2022,6444,2023,998,Comprehensive,9939,Second Owner,Petrol,5,217,Hatchback,Hyderabad,0,1
7710,2019 Maruti Celerio ZXI AMT,6672,2019,998,Zero Dep,30318,First Owner,Petrol,5,26,Hatchback,Hyderabad,1,0
7711,2019 Volkswagen Ameo 1.0 MPI Comfortline,6948,2019,999,Third Party,46451,First Owner,Petrol,5,1944,Sedan,Hyderabad,0,1
7712,2013 Audi Q5 2.0 TDI,21600,2013,1968,Third Party,100000,Second Owner,Diesel,5,1416,SUV,Hyderabad,1,0
7713,2021 Maruti Vitara Brezza VXI,9972,2021,1462,Third Party,51599,First Owner,Petrol,5,1703,SUV,Hyderabad,0,1
7714,2017 Maruti Baleno 1.2 Zeta,7896,2017,1197,Comprehensive,78031,First Owner,Petrol,5,214,Hatchback,Hyderabad,0,1
7715,2014 Maruti Wagon R Stingray VXI,4967,2014,998,Third Party,56367,Second Owner,Petrol,5,2051,Hatchback,Hyderabad,0,1
7716,2022 MG Astor Smart BSVI,17400,2022,1498,Third Party,2500,First Owner,Petrol,5,1543,SUV,Hyderabad,0,1
7717,2010 Mahindra Scorpio SLE 7S BSIV,5100,2010,2179,Third Party,120000,Second Owner,Diesel,7,1205,SUV,Hyderabad,0,1
7718,2017 Renault Pulse RxL Optional,3959,2017,1461,Third Party,90000,Second Owner,Diesel,5,2308,Hatchback,Hyderabad,0,1
7719,2019 Maruti Vitara Brezza ZDi Plus,12539,2019,1248,Third Party,82000,First Owner,Diesel,5,243,SUV,Hyderabad,0,1
7720,2016 Hyundai Xcent 1.1 CRDi S,5340,2016,1120,Third Party,120000,Second Owner,Diesel,5,244,Sedan,Hyderabad,0,1
7721,2012 Skoda Rapid 1.6 TDI Ambition,4320,2012,1598,Third Party,120000,Second Owner,Diesel,5,205,Sedan,Hyderabad,0,1
7722,2013 Hyundai Verna 1.6 SX,5580,2013,1582,Third Party,60000,Second Owner,Diesel,5,2232,Sedan,Hyderabad,0,1
7723,2021 Honda City V MT,13788,2021,1498,Third Party,18800,First Owner,Petrol,5,186,Sedan,Hyderabad,0,1
7724,2017 Renault Pulse RxL Optional,3000,2017,1461,Third Party,90000,Second Owner,Diesel,5,2308,Hatchback,Hyderabad,0,1
7725,2011 Hyundai i20 1.2 Magna,4200,2011,1197,Third Party,70000,Second Owner,Petrol,5,185,Hatchback,Hyderabad,0,1
7726,2021 Volkswagen Polo GT 1.0 TSI Matt Edition,10560,2021,999,0,28618,First Owner,Petrol,5,1647,Hatchback,Hyderabad,1,0
7727,2018 Hyundai Elantra 1.6 SX Option AT,17400,2018,1582,Third Party,30000,First Owner,Diesel,5,1823,Sedan,Hyderabad,1,0
7728,2013 Maruti Swift Dzire VXI,5424,2013,1197,Comprehensive,67473,First Owner,Petrol,5,2241,Sedan,Hyderabad,0,1
7729,2015 Maruti Celerio VXI,4356,2015,998,Third Party,65528,Second Owner,Petrol,5,2524,Hatchback,Hyderabad,0,1
7731,2011 Hyundai i10 Sportz AT,4007,2012,1197,Third Party,61609,Second Owner,Petrol,5,1695,Hatchback,Hyderabad,1,0
7732,2017 Maruti Alto 800 LXI,3444,2017,796,Comprehensive,76580,First Owner,Petrol,5,2205,Hatchback,Hyderabad,0,1
7733,2021 Maruti Vitara Brezza VXI,11639,2021,1462,Third Party,27000,First Owner,Petrol,5,1703,SUV,Hyderabad,0,1
7734,2012 Hyundai i10 Sportz,3984,2013,1197,Third Party,27109,First Owner,Petrol,5,2036,Hatchback,Hyderabad,0,1
7735,2012 Force One EX,4200,2012,2650,Third Party,60000,Third Owner,Diesel,7,17,SUV,Hyderabad,0,1
7737,2019 Maruti Baleno Alpha,10680,2020,1197,Third Party,12000,First Owner,Petrol,5,2101,Hatchback,Hyderabad,0,1
7738,2014 Fiat Punto 1.3 Dynamic,3540,2014,1248,Third Party,100000,First Owner,Diesel,5,203,Hatchback,Hyderabad,0,1
7739,2019 Hyundai i20 Petrol Spotz,7919,2019,1197,Third Party,70000,First Owner,Petrol,5,186,Hatchback,Hyderabad,0,1
7740,2020 Maruti SX4 S Cross Zeta,9000,2020,1462,Third Party,120000,First Owner,Petrol,5,1855,SUV,Hyderabad,0,1
7741,2019 Jeep Compass 1.4 Limited Option,17820,2019,1368,Third Party,30000,First Owner,Petrol,5,16,SUV,Hyderabad,1,0
7742,2019 Jeep Compass 1.4 Limited Option Black,17820,2019,1368,Third Party,30000,First Owner,Petrol,5,16,SUV,Hyderabad,1,0
7743,2016 Maruti Ciaz ZDi Plus SHVS,6000,2016,1248,Third Party,100000,Second Owner,Diesel,5,2809,Sedan,Hyderabad,0,1
7744,2017 Hyundai Creta 1.6 SX Automatic Diesel,13800,2017,1582,Comprehensive,91000,First Owner,Diesel,5,176,SUV,Hyderabad,1,0
7745,2013 Honda City V MT,6323,2013,1497,Comprehensive,89205,Second Owner,Petrol,5,168,Sedan,Hyderabad,0,1
7746,2013 Volkswagen Vento Diesel Comfortline,4596,2013,1598,Third Party,110807,Second Owner,Diesel,5,2054,Sedan,Hyderabad,0,1
7747,2020 Renault KWID 1.0 RXT Opt,5076,2020,999,Zero Dep,60894,First Owner,Petrol,5,2174,Hatchback,Hyderabad,0,1
7748,2021 Renault Triber RXT EASY-R AMT BSVI,8328,2021,999,Zero Dep,18023,First Owner,Petrol,7,182,MUV,Hyderabad,1,0
7749,2018 Renault KWID 1.0 RXT,4380,2018,999,Third Party,54000,First Owner,Petrol,5,2301,Hatchback,Hyderabad,0,1
7750,2018 Maruti Vitara Brezza ZDi Plus AMT,11592,2018,1248,Zero Dep,50643,Second Owner,Diesel,5,243,SUV,Hyderabad,1,0
7751,2021 Nissan Magnite XE BSVI,7163,2021,999,Third Party,18745,First Owner,Petrol,5,1875,SUV,Hyderabad,0,1
7752,2018 Maruti Swift VDI,6888,2018,1248,Third Party,112667,Second Owner,Diesel,5,284,Hatchback,Hyderabad,0,1
7753,2019 Maruti Swift Dzire VXI 1.2,8640,2019,1197,Third Party,69000,First Owner,Petrol,5,2121,Sedan,Hyderabad,0,1
7754,2011 Tata Aria Pleasure 4x2,3600,2011,2179,Third Party,100000,Second Owner,Diesel,7,137,MUV,Hyderabad,0,1
7755,2018 Mahindra Scorpio S5 BSIV,11520,2018,2179,Third Party,80000,Second Owner,Diesel,7,1636,SUV,Hyderabad,0,1
7756,2012 Hyundai Verna 1.6 CRDi EX AT,5460,2012,1582,Third Party,90000,Third Owner,Diesel,5,2232,Sedan,Hyderabad,1,0
7759,2023 Hyundai Verna SX Opt Turbo,22800,2023,1482,Third Party,10000,First Owner,Petrol,5,20,Sedan,Hyderabad,0,1
7760,2020 Mahindra Marazzo M2 BSVI,11400,2020,1497,Third Party,110000,Second Owner,Diesel,7,173,MUV,Hyderabad,0,1
7761,2022 MG Astor Smart BSVI,17808,2022,1498,Comprehensive,1800,First Owner,Petrol,5,1543,SUV,Hyderabad,0,1
7762,2014 Honda City i VTEC V,6348,2014,1497,Comprehensive,124781,First Owner,Petrol,5,174,Sedan,Hyderabad,0,1
7763,2018 Maruti Ignis 1.2 Delta BSIV,6336,2018,1197,Comprehensive,20034,First Owner,Petrol,5,2089,Hatchback,Hyderabad,0,1
7764,2019 Honda Amaze S Petrol BSIV,7464,2019,1199,Third Party,37566,Second Owner,Petrol,5,195,Sedan,Hyderabad,0,1
7765,2022 Maruti Alto 800 VXI BSVI,5064,2022,796,Third Party,16141,First Owner,Petrol,5,2205,Hatchback,Hyderabad,0,1
7766,2018 Honda Amaze S Petrol BSIV,7524,2018,1199,Comprehensive,81854,First Owner,Petrol,5,195,Sedan,Hyderabad,0,1
7767,2016 Maruti Baleno 1.2 Zeta,7080,2016,1197,Comprehensive,78911,Second Owner,Petrol,5,214,Hatchback,Hyderabad,0,1
7768,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,6288,2017,1197,Third Party,22025,Second Owner,Petrol,5,189,Hatchback,Hyderabad,0,1
7769,2016 Hyundai i20 Sportz 1.2,7152,2017,1197,Comprehensive,55766,First Owner,Petrol,5,186,Hatchback,Hyderabad,0,1
7770,2020 Maruti Baleno Zeta,9132,2020,1197,Third Party,5878,First Owner,Petrol,5,2101,Hatchback,Hyderabad,0,1
7771,2021 Hyundai Venue SX Turbo,11100,2021,998,Third Party,44700,First Owner,Petrol,5,1827,SUV,Hyderabad,0,1
7772,2018 Maruti Baleno 1.2 CVT Alpha,8880,2018,1197,Third Party,80000,First Owner,Petrol,5,214,Hatchback,Hyderabad,1,0
7773,2019 Maruti Swift Dzire Tour 1.3 S Diesel,6600,2019,1248,Third Party,110000,First Owner,Diesel,5,1995,Sedan,Hyderabad,0,1
7774,2018 Maruti Swift VDI Optional,8400,2018,1248,Third Party,50000,First Owner,Diesel,5,252,Hatchback,Hyderabad,0,1
7775,2019 Kia Seltos HTX Plus Diesel,18000,2019,1493,Third Party,40000,First Owner,Diesel,5,208,SUV,Hyderabad,0,1
7776,2010 Tata Manza Aura Plus Quadrajet BS IV,2940,2010,1248,Third Party,80000,Second Owner,Diesel,5,19,Sedan,Hyderabad,0,1
7777,2020 Tata Tiago XZA Plus AMT BSVI,7919,2020,1199,Third Party,40000,Second Owner,Petrol,5,19,Hatchback,Hyderabad,1,0
7778,2021 Hyundai Venue SX Sport iMT,12240,2021,998,Third Party,30000,First Owner,Petrol,5,18,SUV,Hyderabad,0,1
7779,2017 Hyundai Xcent 1.1 CRDi S,5400,2017,1120,Third Party,120000,First Owner,Diesel,5,244,Sedan,Hyderabad,0,1
7780,2014 Maruti Swift VXI,5136,2014,1197,Third Party,95255,Second Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7781,2017 Maruti Swift Dzire AMT VDI,8976,2018,1248,Third Party,49260,First Owner,Diesel,5,284,Sedan,Hyderabad,1,0
7782,2021 Maruti Ciaz Zeta BSVI,10644,2021,1462,Third Party,9849,First Owner,Petrol,5,2065,Sedan,Hyderabad,0,1
7783,2013 Maruti Alto K10 VXI,2832,2013,998,Comprehensive,92370,First Owner,Petrol,5,2439,Hatchback,Hyderabad,0,1
7784,2011 Hyundai i10 Magna,3060,2012,1197,Comprehensive,75979,Second Owner,Petrol,5,2036,Hatchback,Hyderabad,0,1
7785,2014 Hyundai Grand i10 Asta,5232,2014,1197,Third Party,59973,First Owner,Petrol,5,189,Hatchback,Hyderabad,0,1
7786,2016 Maruti Swift Dzire VXI,6372,2016,1197,Comprehensive,94426,First Owner,Petrol,5,2241,Sedan,Hyderabad,0,1
7787,2020 Maruti Swift Dzire VXI 1.2,8400,2020,1197,Comprehensive,63899,First Owner,Petrol,5,2121,Sedan,Hyderabad,0,1
7788,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,6323,2017,1197,Comprehensive,82163,First Owner,Petrol,5,189,Hatchback,Hyderabad,0,1
7789,2021 Renault KWID 1.0 RXL BSVI,5112,2022,999,Third Party,29828,First Owner,Petrol,5,2146,Hatchback,Hyderabad,0,1
7790,2017 Hyundai i20 Sportz 1.2,7584,2017,1197,Third Party,66561,First Owner,Petrol,5,186,Hatchback,Hyderabad,0,1
7791,2015 Hyundai Xcent 1.1 CRDi S,4380,2015,1120,Third Party,90000,First Owner,Diesel,5,244,Sedan,Hyderabad,0,1
7792,2019 Nissan Terrano XL D Option,10800,2019,1461,Third Party,50000,First Owner,Diesel,5,1987,SUV,Hyderabad,0,1
7793,2020 Maruti Swift ZXI,7800,2020,1197,Third Party,90000,First Owner,Petrol,5,2121,Hatchback,Hyderabad,0,1
7794,2021 Hyundai Venue S BSIV,9180,2021,1197,Third Party,20000,First Owner,Petrol,5,1752,SUV,Hyderabad,0,1
7795,2019 Maruti Swift Dzire Tour 1.3 S Diesel,7800,2019,1248,Third Party,110000,Second Owner,Diesel,5,1995,Sedan,Hyderabad,0,1
7796,2011 Tata Manza Aura (ABS) Quadrajet BS IV,3600,2011,1248,Third Party,70000,First Owner,Diesel,5,2112,Sedan,Hyderabad,0,1
7797,2012 Hyundai Verna 1.6 EX VTVT,5100,2012,1591,Third Party,50000,First Owner,Petrol,5,1701,Sedan,Hyderabad,0,1
7798,2010 Fiat Linea Dynamic Pack,3000,2010,1368,Third Party,110000,Second Owner,Petrol,5,16,Sedan,Hyderabad,0,1
7799,2011 Hyundai i10 Magna,3324,2011,1197,Third Party,96502,First Owner,Petrol,5,2036,Hatchback,Hyderabad,0,1
7800,2013 Maruti Alto 800 LXI,2472,2013,796,Third Party,64268,Second Owner,Petrol,5,2205,Hatchback,Hyderabad,0,1
7801,2021 Maruti Ciaz Alpha BSVI,10740,2022,1462,Third Party,31638,First Owner,Petrol,5,2065,Sedan,Hyderabad,0,1
7802,2015 Maruti Ertiga VDI,8544,2015,1248,Third Party,67668,First Owner,Diesel,7,2077,MUV,Hyderabad,0,1
7803,2017 Maruti Swift Dzire AMT ZDI,9264,2018,1248,Third Party,64700,First Owner,Diesel,5,284,Sedan,Hyderabad,1,0
7804,2014 Maruti Ritz ZXi,4464,2014,1197,Comprehensive,75773,Second Owner,Petrol,5,185,Hatchback,Hyderabad,0,1
7805,2020 Maruti Swift VXI,7344,2020,1197,Third Party,69199,First Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7806,2013 Hyundai i10 Magna,3972,2013,1197,Comprehensive,82113,First Owner,Petrol,5,2036,Hatchback,Hyderabad,0,1
7807,2015 Maruti Swift Dzire ZXI,7212,2016,1197,Comprehensive,52315,First Owner,Petrol,5,2241,Sedan,Hyderabad,0,1
7808,2011 Maruti Swift Dzire VXI,3648,2011,1197,Third Party,45783,First Owner,Petrol,5,2241,Sedan,Hyderabad,0,1
7809,2017 Maruti Ciaz 1.4 AT Delta,7800,2017,1373,Third Party,60000,First Owner,Petrol,5,1912,Sedan,Hyderabad,1,0
7811,2012 BMW X1 sDrive20d,15839,2012,1995,Third Party,90000,First Owner,Diesel,5,1705,SUV,Hyderabad,1,0
7812,2017 Tata Tiago 1.2 Revotron XT,5640,2017,1199,Third Party,30000,First Owner,Petrol,5,2384,Hatchback,Hyderabad,0,1
7813,2011 Maruti Alto K10 LXI,2400,2011,998,Third Party,60000,First Owner,Petrol,5,2092,Hatchback,Hyderabad,0,1
7814,2011 Volkswagen Polo Petrol Comfortline 1.2L,4380,2011,1198,Third Party,30000,First Owner,Petrol,5,1647,Hatchback,Hyderabad,0,1
7815,2014 Maruti Alto K10 VXI,3360,2014,998,Third Party,50000,Second Owner,Petrol,5,2395,Hatchback,Hyderabad,0,1
7816,2015 Honda City i DTEC SV,6240,2015,1498,Third Party,100000,First Owner,Diesel,5,26,Sedan,Hyderabad,0,1
7817,2018 Ford Ecosport 1.5 Petrol Titanium BSIV,9947,2018,1497,Third Party,20858,First Owner,Petrol,5,17,SUV,Hyderabad,0,1
7818,2017 Maruti Baleno 1.2 Delta,6840,2018,1197,Third Party,71974,First Owner,Petrol,5,214,Hatchback,Hyderabad,0,1
7819,2022 Maruti Swift VXI,8724,2022,1197,Third Party,41843,First Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7820,2016 Maruti Swift VXI,6048,2016,1197,Third Party,64685,Second Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7821,2021 Tata Altroz XZ Diesel BSVI,9300,2021,1497,Comprehensive,26893,First Owner,Diesel,5,2364,Hatchback,Hyderabad,0,1
7822,2018 Tata Tiago 1.2 Revotron XZ,5748,2019,1199,Comprehensive,93407,Second Owner,Petrol,5,2384,Hatchback,Hyderabad,0,1
7823,2016 Datsun GO Plus T,3216,2016,1198,Third Party,114535,First Owner,Petrol,7,1902,MUV,Hyderabad,0,1
7824,2022 Honda City V MT Diesel,15804,2022,1498,Comprehensive,22310,First Owner,Diesel,5,241,Sedan,Hyderabad,0,1
7825,2016 Maruti Swift Dzire VXI,6768,2016,1197,Third Party,42861,Second Owner,Petrol,5,2241,Sedan,Hyderabad,0,1
7827,2013 Maruti Wagon R LXI BS IV,3156,2013,998,Third Party,100000,Second Owner,Petrol,5,2051,Hatchback,Hyderabad,0,1
7828,2021 Hyundai i20 Asta BSVI,8400,2021,1197,Third Party,20000,First Owner,Petrol,5,21,Hatchback,Hyderabad,0,1
7829,2022 Volkswagen Virtus Topline AT BSVI,22200,2022,999,Third Party,20000,Second Owner,Petrol,5,1812,Sedan,Hyderabad,1,0
7830,2022 Volkswagen Virtus Topline AT BSVI,22200,2022,999,Third Party,20000,Second Owner,Petrol,5,1812,Sedan,Hyderabad,1,0
7831,2022 Mahindra XUV300 W6 AMT Sunroof NT BSVI,15600,2022,1197,Third Party,10000,First Owner,Petrol,5,165,SUV,Hyderabad,1,0
7832,2020 Maruti Baleno Zeta,9120,2020,1197,Third Party,20000,First Owner,Petrol,5,2101,Hatchback,Hyderabad,0,1
7833,2017 Audi Q5 30 TDI quattro Premium,36000,2017,1968,Third Party,70000,First Owner,Diesel,5,1416,SUV,Hyderabad,1,0
7834,2016 Datsun GO T,3324,2017,1198,Third Party,114369,First Owner,Petrol,5,1902,Hatchback,Hyderabad,0,1
7835,2016 Maruti Alto 800 LXI,3240,2016,796,Third Party,19070,First Owner,Petrol,5,2205,Hatchback,Hyderabad,0,1
7836,2016 Skoda Rapid 1.5 TDI Style BSIV,9528,2016,1498,Third Party,100456,First Owner,Diesel,5,2113,Sedan,Hyderabad,0,1
7837,2021 Renault Triber RXZ EASY-R AMT Dual Tone BSVI,9935,2021,999,Third Party,34832,First Owner,Petrol,7,182,MUV,Hyderabad,1,0
7838,2019 Maruti Alto 800 LXI Optional,4476,2019,796,Third Party,56339,Second Owner,Petrol,5,247,Hatchback,Hyderabad,0,1
7839,2013 Honda Brio V MT,4560,2014,1198,Third Party,39452,First Owner,Petrol,5,194,Hatchback,Hyderabad,0,1
7840,2013 Maruti Swift VXI,4980,2013,1197,Third Party,79202,First Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7841,2012 Hyundai EON Era Plus,2856,2013,814,Comprehensive,51545,First Owner,Petrol,5,211,Hatchback,Hyderabad,0,1
7842,2013 Maruti Swift VDI,5016,2013,1248,Third Party,85507,Second Owner,Diesel,5,229,Hatchback,Hyderabad,0,1
7843,2017 Ford Ecosport 1.5 Diesel Titanium BSIV,8400,2017,1498,Third Party,80000,First Owner,Diesel,5,23,SUV,Hyderabad,0,1
7844,2015 Ford Ecosport 1.5 TDCi Trend BSIV,5400,2015,1498,Third Party,120000,First Owner,Diesel,5,2277,SUV,Hyderabad,0,1
7845,2016 Tata Tiago 1.2 Revotron XZ,4800,2016,1199,Third Party,110000,First Owner,Petrol,5,2384,Hatchback,Hyderabad,0,1
7847,2022 Tata Punch Accomplished BSVI,10800,2022,1199,Third Party,10000,First Owner,Petrol,5,2009,SUV,Hyderabad,0,1
7848,2008 Honda City VTEC,2760,2008,1497,Third Party,70000,Second Owner,Petrol,5,169,Sedan,Hyderabad,0,1
7849,2012 Hyundai Verna 1.6 SX VTVT,4080,2012,1591,Third Party,120000,First Owner,Petrol,5,1701,Sedan,Hyderabad,0,1
7850,2022 Tata Punch Accomplished BSVI,10800,2022,1199,Third Party,10000,First Owner,Petrol,5,2009,SUV,Hyderabad,0,1
7851,2017 Ford Ecosport 1.5 Ti VCT MT Trend BSIV,8364,2017,1499,Comprehensive,66159,First Owner,Petrol,5,1585,SUV,Hyderabad,0,1
7852,2018 Maruti Baleno 1.2 CVT Alpha,8916,2018,1197,Comprehensive,73224,Second Owner,Petrol,5,214,Hatchback,Hyderabad,1,0
7853,2019 Maruti Baleno 1.2 Delta,7860,2019,1197,Zero Dep,71305,First Owner,Petrol,5,214,Hatchback,Hyderabad,0,1
7854,2019 Mahindra XUV300 W8 Diesel BSIV,10476,2019,1497,Comprehensive,90349,First Owner,Diesel,5,20,SUV,Hyderabad,0,1
7855,2018 Hyundai Santro Sportz BSIV,6623,2019,1086,Comprehensive,20266,First Owner,Petrol,5,203,Hatchback,Hyderabad,0,1
7856,2012 Maruti Swift VXI,4812,2012,1197,Third Party,66945,Second Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
7857,2020 Maruti Vitara Brezza ZXI Plus,10212,2020,1462,Third Party,49498,First Owner,Petrol,5,1703,SUV,Hyderabad,0,1
7858,2020 Tata Altroz XZ Diesel BSVI,8880,2020,1497,Third Party,19244,First Owner,Diesel,5,2364,Hatchback,Hyderabad,0,1
7859,2012 Maruti Swift VXI,5016,2012,1197,Comprehensive,36382,First Owner,Petrol,5,2238,Hatchback,Hyderabad,0,1
